Unnamed: 0,Code,Job Title,Keywords,Description
Family,4313.0,Payroll Clerks,"clerks, payroll","A Payroll clerks is responsible for tasks related to payroll clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4313.0101,Accounts Clerk/Accounts Executive (Payroll),"accounts, clerkaccounts, executive, payroll","A Accounts clerk/accounts executive (payroll) is responsible for tasks related to accounts clerk/accounts executive (payroll), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4313.0201,Accounts Executive (Statutory Compliance),"accounts, compliance, executive, statutory","A Accounts executive (statutory compliance) is responsible for tasks related to accounts executive (statutory compliance), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,432.0,Material Recording and Transport Clerks,"clerks, material, recording, transport","A Material recording and transport clerks is responsible for tasks related to material recording and transport clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4321.0,Stock Clerks,"clerks, stock","A Stock clerks is responsible for tasks related to stock clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.01,Store Keeper,"keeper, store","A Store keeper is responsible for tasks related to store keeper, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0101,Spare Parts Operations Executive,"executive, operations, parts, spare","A Spare parts operations executive is responsible for tasks related to spare parts operations executive, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0102,Inventory Clerk,"clerk, inventory","A Inventory clerk is responsible for tasks related to inventory clerk, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0103,Inventory Manager,"inventory, manager","A Inventory manager is responsible for tasks related to inventory manager, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0104,Storage Assistant,"assistant, storage","A Storage assistant is responsible for tasks related to storage assistant, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.02,Store Distributor,"distributor, store","A Store distributor is responsible for tasks related to store distributor, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0301,Stock Verifier,"stock, verifier","A Stock verifier is responsible for tasks related to stock verifier, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0302,Incoming Inspection Technician,"incoming, inspection, technician","A Incoming inspection technician is responsible for tasks related to incoming inspection technician, typically working in technical operations and engineering, ensuring accuracy, performance, and compliance."
,4321.0401,Manager Stores Operation,"manager, operation, stores","A Manager stores operation is responsible for tasks related to manager stores operation, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0402,Spare Parts Operations In-Charge,"incharge, operations, parts, spare","A Spare parts operations in-charge is responsible for tasks related to spare parts operations in-charge, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0501,Store Ops Assistant,"assistant, ops, store","A Store ops assistant is responsible for tasks related to store ops assistant, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0601,Warehouse Picker,"picker, warehouse","A Warehouse picker is responsible for tasks related to warehouse picker, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0602,Warehouse Binner,"binner, warehouse","A Warehouse binner is responsible for tasks related to warehouse binner, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0603,Warehouse Packer,"packer, warehouse","A Warehouse packer is responsible for tasks related to warehouse packer, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0604,Kitting and Labelling Executive,"executive, kitting, labelling","A Kitting and labelling executive is responsible for tasks related to kitting and labelling executive, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.0701,Warranty Processor,"processor, warranty","A Warranty processor is responsible for tasks related to warranty processor, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4321.99,"Stock Clerks, Other","clerks, stock","A Stock clerks, other is responsible for tasks related to stock clerks, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4322.0,Production Clerks,"clerks, production","A Production clerks is responsible for tasks related to production clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4322.0101,Inventory Manager (Wholesale),"inventory, manager, wholesale","A Inventory manager (wholesale) is responsible for tasks related to inventory manager (wholesale), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4322.0201,"Junior Rubber Technician/Technical 
Assistant","assistant, junior, rubber, techniciantechnical","A Junior rubber technician/technical 
assistant is responsible for tasks related to junior rubber technician/technical 
assistant, typically working in technical operations and engineering, ensuring accuracy, performance, and compliance."
Family,4323.0,Transport Clerks,"clerks, transport","A Transport clerks is responsible for tasks related to transport clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4323.01,"Yard Master, Railway","master, railway, yard","A Yard master, railway is responsible for tasks related to yard master, railway, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4323.02,Head Train Recorder,"head, recorder, train","A Head train recorder is responsible for tasks related to head train recorder, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4323.03,"Traffic Regulator, Tram","regulator, traffic, tram","A Traffic regulator, tram is responsible for tasks related to traffic regulator, tram, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4323.04,"Controller, Tram","controller, tram","A Controller, tram is responsible for tasks related to controller, tram, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4323.05,"Traffic Timetable Inspector, Tram","inspector, timetable, traffic, tram","A Traffic timetable inspector, tram is responsible for tasks related to traffic timetable inspector, tram, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4323.99,"Transport Clerks, Other","clerks, transport","A Transport clerks, other is responsible for tasks related to transport clerks, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
"Sub-
Division",44.0,Other Clerical Support Workers,"clerical, support, workers","A Other clerical support workers is responsible for tasks related to other clerical support workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,441.0,Other Clerical Support Workers,"clerical, support, workers","A Other clerical support workers is responsible for tasks related to other clerical support workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4411.0,Library Clerks,"clerks, library","A Library clerks is responsible for tasks related to library clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4411.01,Library Clerk,"clerk, library","A Library clerk is responsible for tasks related to library clerk, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4411.02,Braille and Talking Books Clerk,"books, braille, clerk, talking","A Braille and talking books clerk is responsible for tasks related to braille and talking books clerk, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4411.03,"Preservation Assistant, Archives","archives, assistant, preservation","A Preservation assistant, archives is responsible for tasks related to preservation assistant, archives, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4411.99,"Library Clerks, Other","clerks, library","A Library clerks, other is responsible for tasks related to library clerks, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4412.0,Mail Carriers and Sorting Clerks,"carriers, clerks, mail, sorting","A Mail carriers and sorting clerks is responsible for tasks related to mail carriers and sorting clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4412.01,Mail Guard,"guard, mail","A Mail guard is responsible for tasks related to mail guard, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4412.02,Postman,postman,"A Postman is responsible for tasks related to postman, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4412.03,Village Postman,"postman, village","A Village postman is responsible for tasks related to village postman, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4412.99,"Mail Carriers and Sorting Clerks, Other","carriers, clerks, mail, sorting","A Mail carriers and sorting clerks, other is responsible for tasks related to mail carriers and sorting clerks, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4413.0,"Coding, Proofreading and Related Clerks","clerks, coding, proofreading, related","A Coding, proofreading and related clerks is responsible for tasks related to coding, proofreading and related clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4413.01,Coding Clerk,"clerk, coding","A Coding clerk is responsible for tasks related to coding clerk, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4413.02,Proofreader,proofreader,"A Proofreader is responsible for tasks related to proofreader, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4413.99,"Coding, Proofreading and Related Clerks, 
Others","clerks, coding, proofreading, related","A Coding, proofreading and related clerks, 
others is responsible for tasks related to coding, proofreading and related clerks, 
others, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4414.0,Scribes and Related Clerks,"clerks, related, scribes","A Scribes and related clerks is responsible for tasks related to scribes and related clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4414.01,"Braille Transcriber, Hand","braille, hand, transcriber","A Braille transcriber, hand is responsible for tasks related to braille transcriber, hand, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4414.99,"Scribes and Related Clerks, Other","clerks, related, scribes","A Scribes and related clerks, other is responsible for tasks related to scribes and related clerks, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4415.0,Filing and Copying Clerks,"clerks, copying, filing","A Filing and copying clerks is responsible for tasks related to filing and copying clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4416.0,Personnel Clerks,"clerks, personnel","A Personnel clerks is responsible for tasks related to personnel clerks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4416.0101,Associate – HRO,"associate, hro","A Associate – hro is responsible for tasks related to associate – hro, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,4419.0,"Clerical Support Workers Not Elsewhere 
Classified","classified, clerical, support, workers","A Clerical support workers not elsewhere 
classified is responsible for tasks related to clerical support workers not elsewhere 
classified, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.01,Publicity Assistant,"assistant, publicity","A Publicity assistant is responsible for tasks related to publicity assistant, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.0102,Business Correspondent,"business, correspondent","A Business correspondent is responsible for tasks related to business correspondent, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.02,Patwari,patwari,"A Patwari is responsible for tasks related to patwari, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.03,"Patrol, Irrigation","irrigation, patrol","A Patrol, irrigation is responsible for tasks related to patrol, irrigation, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.04,Bailiff,bailiff,"A Bailiff is responsible for tasks related to bailiff, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.05,Office Boy/Peon,"boypeon, office","A Office boy/peon is responsible for tasks related to office boy/peon, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.06,Daftry,daftry,"A Daftry is responsible for tasks related to daftry, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.08,Process Server,"process, server","A Process server is responsible for tasks related to process server, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,4419.99,"Clerical Support Workers, Other","clerical, support, workers","A Clerical support workers, other is responsible for tasks related to clerical support workers, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Division,5.0,Service and Sales Workers,"sales, service, workers","A Service and sales workers is responsible for tasks related to service and sales workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
"Sub-
Division",51.0,Personal Service Workers,"personal, service, workers","A Personal service workers is responsible for tasks related to personal service workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,511.0,"Travel Attendants, Conductors and Guides","attendants, conductors, guides, travel","A Travel attendants, conductors and guides is responsible for tasks related to travel attendants, conductors and guides, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5111.0,Travel Attendants and Travel Stewards,"attendants, stewards, travel","A Travel attendants and travel stewards is responsible for tasks related to travel attendants and travel stewards, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5111.01,"Chief Steward, Ship/Chief Cook","chief, cook, shipchief, steward","A Chief steward, ship/chief cook is responsible for tasks related to chief steward, ship/chief cook, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5111.02,"Steward, Ship/Mess Man","man, shipmess, steward","A Steward, ship/mess man is responsible for tasks related to steward, ship/mess man, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5111.03,Air Hostess,"air, hostess","A Air hostess is responsible for tasks related to air hostess, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5111.04,Flight Steward,"flight, steward","A Flight steward is responsible for tasks related to flight steward, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5111.05,Aircraft Cargo Handling Supervisor,"aircraft, cargo, handling, supervisor","A Aircraft cargo handling supervisor is responsible for tasks related to aircraft cargo handling supervisor, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5111.06,Air Crew Member,"air, crew, member","A Air crew member is responsible for tasks related to air crew member, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5111.99,"Travel Attendants and Travel Stewards, 
Other","attendants, stewards, travel","A Travel attendants and travel stewards, 
other is responsible for tasks related to travel attendants and travel stewards, 
other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5112.0,Transport Conductors,"conductors, transport","A Transport conductors is responsible for tasks related to transport conductors, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.01,"Guard, Passenger Train","guard, passenger, train","A Guard, passenger train is responsible for tasks related to guard, passenger train, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.02,"Guard, Goods Train","goods, guard, train","A Guard, goods train is responsible for tasks related to guard, goods train, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.03,"Brakesman, Railway","brakesman, railway","A Brakesman, railway is responsible for tasks related to brakesman, railway, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.04,"Conductor Guard, Railway","conductor, guard, railway","A Conductor guard, railway is responsible for tasks related to conductor guard, railway, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.05,"Ticket Collector, Railway","collector, railway, ticket","A Ticket collector, railway is responsible for tasks related to ticket collector, railway, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.06,"Travelling Ticket Examiner, Railway","examiner, railway, ticket, travelling","A Travelling ticket examiner, railway is responsible for tasks related to travelling ticket examiner, railway, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.07,"Ticket Examiner, Motor Transport","examiner, motor, ticket, transport","A Ticket examiner, motor transport is responsible for tasks related to ticket examiner, motor transport, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.08,"Passenger Guide, Railway","guide, passenger, railway","A Passenger guide, railway is responsible for tasks related to passenger guide, railway, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.09,"Conductor, Tram","conductor, tram","A Conductor, tram is responsible for tasks related to conductor, tram, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.1,Bus Conductor,"bus, conductor","A Bus conductor is responsible for tasks related to bus conductor, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5112.99,"Transport Conductors, Other","conductors, transport","A Transport conductors, other is responsible for tasks related to transport conductors, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5113.0,Travel Guides,"guides, travel","A Travel guides is responsible for tasks related to travel guides, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5113.01,Travel Agent,"agent, travel","A Travel agent is responsible for tasks related to travel agent, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5113.02,Tourist Guide,"guide, tourist","A Tourist guide is responsible for tasks related to tourist guide, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5113.99,"Guides, Other",guides,"A Guides, other is responsible for tasks related to guides, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,512.0,Cooks,cooks,"A Cooks is responsible for tasks related to cooks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5120.0,Cooks,cooks,"A Cooks is responsible for tasks related to cooks, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5120.02,"Cook, Institutional","cook, institutional","A Cook, institutional is responsible for tasks related to cook, institutional, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5120.03,"Cook, Domestic","cook, domestic","A Cook, domestic is responsible for tasks related to cook, domestic, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5120.04,"Cook, Ship","cook, ship","A Cook, ship is responsible for tasks related to cook, ship, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5120.05,Kitchen Porter/Steward,"kitchen, portersteward","A Kitchen porter/steward is responsible for tasks related to kitchen porter/steward, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5120.06,Pantry Man,"man, pantry","A Pantry man is responsible for tasks related to pantry man, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5120.99,"Cooks, Other",cooks,"A Cooks, other is responsible for tasks related to cooks, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,513.0,Waiters and Bartenders,"bartenders, waiters","A Waiters and bartenders is responsible for tasks related to waiters and bartenders, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5131.0,Waiters,waiters,"A Waiters is responsible for tasks related to waiters, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5131.01,Butler,butler,"A Butler is responsible for tasks related to butler, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5131.02,"Steward, Hotel","hotel, steward","A Steward, hotel is responsible for tasks related to steward, hotel, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5131.03,"Bearer, Domestic/Household Workers","bearer, domestichousehold, workers","A Bearer, domestic/household workers is responsible for tasks related to bearer, domestic/household workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5131.0401,"Waiter, Institutional/Food & Beverage 
Service –Steward","beverage, institutionalfood, service, steward, waiter","A Waiter, institutional/food & beverage 
service –steward is responsible for tasks related to waiter, institutional/food & beverage 
service –steward, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5131.05,Wine Waiter,"waiter, wine","A Wine waiter is responsible for tasks related to wine waiter, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5131.99,"Waiters, Other",waiters,"A Waiters, other is responsible for tasks related to waiters, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5132.0,Bartenders,bartenders,"A Bartenders is responsible for tasks related to bartenders, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5132.01,Barman,barman,"A Barman is responsible for tasks related to barman, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5132.99,"Bartenders, Other",bartenders,"A Bartenders, other is responsible for tasks related to bartenders, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,514.0,"Hairdressers, Beauticians and Related 
Workers","beauticians, hairdressers, related, workers","A Hairdressers, beauticians and related 
workers is responsible for tasks related to hairdressers, beauticians and related 
workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5141.0,Hairdressers,hairdressers,"A Hairdressers is responsible for tasks related to hairdressers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5141.01,Hairdresser (Ladies),"hairdresser, ladies","A Hairdresser (ladies) is responsible for tasks related to hairdresser (ladies), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5141.02,Hair Stylist,"hair, stylist","A Hair stylist is responsible for tasks related to hair stylist, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5141.0201,Assistant Hair Stylist,"assistant, hair, stylist","A Assistant hair stylist is responsible for tasks related to assistant hair stylist, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5141.03,Barber,barber,"A Barber is responsible for tasks related to barber, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5141.99,"Hairdressers, Other",hairdressers,"A Hairdressers, other is responsible for tasks related to hairdressers, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5142.0,Beauticians and Related Workers,"beauticians, related, workers","A Beauticians and related workers is responsible for tasks related to beauticians and related workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.01,Beautician,beautician,"A Beautician is responsible for tasks related to beautician, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.0101,Assistant Beautician,"assistant, beautician","A Assistant beautician is responsible for tasks related to assistant beautician, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.02,Manicurist,manicurist,"A Manicurist is responsible for tasks related to manicurist, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.0201,Pedicurist and Manicurist,"manicurist, pedicurist","A Pedicurist and manicurist is responsible for tasks related to pedicurist and manicurist, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.03,Skincare Specialist,"skincare, specialist","A Skincare specialist is responsible for tasks related to skincare specialist, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.04,Make-Up Man,"makeup, man","A Make-up man is responsible for tasks related to make-up man, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.05,"Dresser, Stage & Studio","dresser, stage, studio","A Dresser, stage & studio is responsible for tasks related to dresser, stage & studio, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.06,Wigman,wigman,"A Wigman is responsible for tasks related to wigman, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.07,Bath Attendant,"attendant, bath","A Bath attendant is responsible for tasks related to bath attendant, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5142.99,"Beauticians and Related Workers, Others","beauticians, related, workers","A Beauticians and related workers, others is responsible for tasks related to beauticians and related workers, others, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,515.0,Building and Housekeeping Supervisors,"building, housekeeping, supervisors","A Building and housekeeping supervisors is responsible for tasks related to building and housekeeping supervisors, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5151.0,"Cleaning and Housekeeping Supervisors in 
Offices, Hotels and Other Establishments","cleaning, establishments, hotels, housekeeping, offices, supervisors","A Cleaning and housekeeping supervisors in 
offices, hotels and other establishments is responsible for tasks related to cleaning and housekeeping supervisors in 
offices, hotels and other establishments, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.0101,"Housekeeper (Institutional)/Housekeeping 
Supervisor","housekeeper, institutionalhousekeeping, supervisor","A Housekeeper (institutional)/housekeeping 
supervisor is responsible for tasks related to housekeeper (institutional)/housekeeping 
supervisor, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.0201,Janitor/Housekeeping Attendant,"attendant, janitorhousekeeping","A Janitor/housekeeping attendant is responsible for tasks related to janitor/housekeeping attendant, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.0202,Room Attendant,"attendant, room","A Room attendant is responsible for tasks related to room attendant, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.03,House Stewards/Domestic Help,"help, house, stewardsdomestic","A House stewards/domestic help is responsible for tasks related to house stewards/domestic help, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.04,"Matron, Housekeeping","housekeeping, matron","A Matron, housekeeping is responsible for tasks related to matron, housekeeping, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.05,Linen Keeper,"keeper, linen","A Linen keeper is responsible for tasks related to linen keeper, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.06,"Hotel and Restaurant Keeper/Hotel and 
Restaurant Owner","hotel, keeperhotel, owner, restaurant","A Hotel and restaurant keeper/hotel and 
restaurant owner is responsible for tasks related to hotel and restaurant keeper/hotel and 
restaurant owner, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.0701,"Supervisor, Front Office/Customer Service 
Executive (Meet and Greet)","executive, greet, meet, officecustomer, service, supervisor","A Supervisor, front office/customer service 
executive (meet and greet) is responsible for tasks related to supervisor, front office/customer service 
executive (meet and greet), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.08,"Room Bearer/Bell Boys/Bell Hop/Hotel 
Porters","bearerbell, boysbell, hophotel, porters, room","A Room bearer/bell boys/bell hop/hotel 
porters is responsible for tasks related to room bearer/bell boys/bell hop/hotel 
porters, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5151.99,"Cleaning and Housekeeping Supervisors in 
Offices, Hotels and Other Establishments, 
Other","cleaning, establishments, hotels, housekeeping, offices, supervisors","A Cleaning and housekeeping supervisors in 
offices, hotels and other establishments, 
other is responsible for tasks related to cleaning and housekeeping supervisors in 
offices, hotels and other establishments, 
other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5152.0,Domestic Housekeepers,"domestic, housekeepers","A Domestic housekeepers is responsible for tasks related to domestic housekeepers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5152.01,Housekeeper (Domestic),"domestic, housekeeper","A Housekeeper (domestic) is responsible for tasks related to housekeeper (domestic), typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5152.99,"Domestic Housekeepers, Others","domestic, housekeepers","A Domestic housekeepers, others is responsible for tasks related to domestic housekeepers, others, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5153.0,Building Caretakers,"building, caretakers","A Building caretakers is responsible for tasks related to building caretakers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5153.01,"Caretaker, Building","building, caretaker","A Caretaker, building is responsible for tasks related to caretaker, building, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5153.02,"Caretaker, Monument","caretaker, monument","A Caretaker, monument is responsible for tasks related to caretaker, monument, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5153.03,"Caretaker, Burial Places and Cremation 
Grounds","burial, caretaker, cremation, grounds, places","A Caretaker, burial places and cremation 
grounds is responsible for tasks related to caretaker, burial places and cremation 
grounds, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5153.99,"Building Caretakers, Other","building, caretakers","A Building caretakers, other is responsible for tasks related to building caretakers, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Group,516.0,Other Personal Services Workers,"personal, services, workers","A Other personal services workers is responsible for tasks related to other personal services workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5161.0,"Astrologers, Fortune Tellers and Related 
Workers","astrologers, fortune, related, tellers, workers","A Astrologers, fortune tellers and related 
workers is responsible for tasks related to astrologers, fortune tellers and related 
workers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5161.01,Astrologer,astrologer,"A Astrologer is responsible for tasks related to astrologer, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5161.02,Palmist,palmist,"A Palmist is responsible for tasks related to palmist, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5161.99,"Astrologers, Fortune Tellers and Related 
Workers, Other","astrologers, fortune, related, tellers, workers","A Astrologers, fortune tellers and related 
workers, other is responsible for tasks related to astrologers, fortune tellers and related 
workers, other, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5162.0,Companions and Valets,"companions, valets","A Companions and valets is responsible for tasks related to companions and valets, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
Family,5163.0,Undertakers and Embalmers,"embalmers, undertakers","A Undertakers and embalmers is responsible for tasks related to undertakers and embalmers, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
,5163.01,Undertaker,undertaker,"A Undertaker is responsible for tasks related to undertaker, typically working in the relevant industry or sector, ensuring accuracy, performance, and compliance."
